id,name,description,branded_description,key_skills,published_at,created_at,has_test,response_letter_required,alternate_url,work_format,working_hours,work_schedule_by_days,internship,salary.from,salary.to,salary.currency,salary.gross,salary_range.from,salary_range.to,salary_range.currency,salary_range.gross,salary_range.mode.id,salary_range.mode.name,address.city,experience.id,experience.name,employer.id,employer.name,employer.alternate_url,employer.accredited_it_employer,employer.trusted,employment.id,employment.name,salary,salary_range,address
120484885,Full-Stack Developer (Java+React),"Daily routine would include: Developing Consumer Sales products; Continuously discover, evaluate, and implement new technologies to maximize development efficiency; Preparing estimates for new features; Participate in the development of customer facing software products; Take responsibility on code quality and on-time completion of tasks; Participate in peer code reviews; Initiate improvements and follow the adopted Agile development methodology. We&#39;ll know you can make it if you have: Solid technical background – 4+ years of Java Development experience; Solid technical background – 2+ years of experience with React; Experience with TypeScript, JavaScript, NodeJS Express, Redux/Redux Toolkit Query; Solid experience with service-oriented architectures, WebServices, SOAP and REST APIs and data-processing; Experience with Spring/Quarkus, Hibernate, WildFly; Experience: Maven/Gradle, OpenShift(Docker), Kubernetes, Apache; Experience with CI/CD Pipelines, Jenkins, ArgoCD and etc.; Fluent English – written and spoken.","Daily routine would include: Developing Consumer Sales products; Continuously discover, evaluate, and implement new technologies to maximize development efficiency; Preparing estimates for new features; Participate in the development of customer facing software products; Take responsibility on code quality and on-time completion of tasks; Participate in peer code reviews; Initiate improvements and follow the adopted Agile development methodology. We'll know you can make it if you have: Solid technical background – 4+ years of Java Development experience; Solid technical background – 2+ years of experience with React; Experience with TypeScript, JavaScript, NodeJS Express, Redux/Redux Toolkit Query; Solid experience with service-oriented architectures, WebServices, SOAP and REST APIs and data-processing; Experience with Spring/Quarkus, Hibernate, WildFly; Experience: Maven/Gradle, OpenShift(Docker), Kubernetes, Apache; Experience with CI/CD Pipelines, Jenkins, ArgoCD and etc.; Fluent English – written and spoken. Работу в крупной международной компании Стабильную заработную плату (на карточку 2 раза в месяц) Материальную помощь к отпуску Индивидуальный рабочий график, возможность работать удалённо Оборудование для организации дистанционной работы Адаптацию, поддержку наставника Программы обучения и развития сотрудников, доступ к международным e-learning* платформам Электронная библиотека Медицинская страховка Подключение к корпоративному тарифному плану Оплату домашнего интернета со скидкой 50% Корпоративные мероприятия Корпоративный транспорт для бизнес‑задач Скидки и бонусы у компаний‑партнеров Спортивные абонементы с 50% скидкой Офис без барьеров для каждого Унитарное предприятие по оказанию услуг «А1» УНП 101528843 *электронное обучение","[{'name': 'Java'}, {'name': 'React'}, {'name': 'JavaScript'}, {'name': 'TypeScript'}, {'name': 'Node.js'}, {'name': 'Redux'}]",2025-05-13T15:46:36+0300,2025-05-13T15:46:36+0300,False,False,https://hh.ru/vacancy/120484885,"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,Минск,between3And6,От 3 до 6 лет,778329,А1 (Унитарное предприятие А1),https://hh.ru/employer/778329,False,True,full,Полная занятость,,,
118911477,Middle Backend Developer (Node.js),"О компании и команде: Linked Helper LLC (USA/UAE) Основана в 2016 году. Является одним из лидеров рынка автоматизации работы с LinkedIn. Самое безопасное на рынке решение благодаря уникальным технологиям имитации работы человека. Более 10 000 платящих компаний по всему миру. Около 60 сотрудников, из которых 23 разработчика и 6 QA. Высокомаржинальная прибыльная компания. Ключевые задачи: Разрабатывать внутренние сервисы на Node.js. Разрабатывать сервисы и интеграции со сторонними платформами. Участвовать в код-ревью. Основной стек сервиса: TypeScript (99% кода), JavaScript, React.js, RxJS, Node.js, PostgreSQL, AWS, Electron. Что для нас важно в кандидате: Опыт работы Backend-разработчиком от 2 лет. Хорошее знание SQL, в том числе опыт написания высокопроизводительных SQL-запросов. Хорошее знание TypeScript + JavaScript. Умение проектировать и реализовывать надежные и поддерживаемые решения. Понимание преимуществ разных систем хранения данных. Умение работать в команде. Готовность брать ответственность за свою работу. Будет плюсом: Опыт работы в продукте. Опыт построения масштабируемых baсkend-сервисов. Опыт работы с CI/CD, Docker, AWS. Знание React.js или других современных аналогов. Наши условия: Полностью удаленная работа из любой точки мира в международной компании. Работа на международном рынке: наши ключевые клиенты находятся в США, Европе, Латинской Америке. Оклад от 2000 до 4000 USD. Оплачиваемый отпуск 20 рабочих дней в году. Варианты трудоустройства обсуждаемы, возможно официальное трудоустройство для резидентов страны. Полностью русскоговорящая команда. Отправляя отклик, пожалуйста, убедись в том, что в резюме или в сопроводительном письме есть ссылка на GitHub, Telegram и LinkedIn (если есть). Спасибо! Вместе с нами ты сможешь решать интересные задачи, профессионально расти и развиваться.",,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'PostgreSQL'}, {'name': 'Node.js'}]",2025-05-13T10:22:27+0300,2025-05-13T10:22:27+0300,False,False,https://hh.ru/vacancy/118911477,"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,2000.0,4000.0,USD,False,2000.0,4000.0,USD,False,MONTH,За месяц,,between1And3,От 1 года до 3 лет,3229175,Linked Helper,https://hh.ru/employer/3229175,False,True,full,Полная занятость,,,
118871515,"Frontend-разработчик (программист, верстальщик) — в офис","Мы — экспертное digital-агентство DN7: настраиваем интернет-рекламу; продвигаем бизнес в соцсетях; разрабатываем сайты; занимаемся графическим дизайном. Ищем web-программиста в отдел разработки. Чем предстоит заниматься: верстка и программирование сайтов; техническая поддержка существующих сайтов; настройка интеграций различных web-сервисов по API. Что для нас важно: работа в офисе full-time; профильное высшее образование; отличное знание HTML5, CSS3, Vanilla JS; опыт работы с CMS WordPress и Bitrix; опыт интеграции CMS & CRM по API; уверенное знание PHP; базовые знания React. Мы предлагаем: офис в центре напротив ТРЦ «Гринвич», с видом на Екатеринбург с 14 этажа; позитивный коллектив, средний возраст 23-27 лет, все с высшим образованием; комфортное рабочее место и хорошее техническое оснащение (3 монитора MSI 24""); комната отдыха с чаем, кофе и вкусняшками; в нашей команде нет курящих / парящих и т.п.; на испытательный срок фиксированная ЗП по результатам собеседования; после испытательного срока ЗП + % от проектов; заработная плата и премия полностью «белые» и выплачиваются 2 раза в месяц; официальное трудоустройство по ТК РФ с первого дня работы.",,"[{'name': 'JavaScript'}, {'name': 'HTML5'}, {'name': 'CSS3'}, {'name': 'Git'}, {'name': 'React JS'}, {'name': 'PHP'}, {'name': 'Адаптивная верстка'}, {'name': 'Frontend'}, {'name': 'ReactJS'}, {'name': 'HTML'}, {'name': 'CMS Bitrix'}, {'name': 'CMS Wordpress'}, {'name': 'React'}]",2025-05-11T16:29:19+0300,2025-05-11T16:29:19+0300,False,False,https://hh.ru/vacancy/118871515,"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,80000.0,120000.0,RUR,False,80000.0,120000.0,RUR,False,MONTH,За месяц,Екатеринбург,between1And3,От 1 года до 3 лет,2622289,DN7,https://hh.ru/employer/2622289,False,True,full,Полная занятость,,,
116145017,Frontend-разработчик React (middle+/senior),"В React-комьюнити Т-Банка более 350 профессиональных разработчиков. Интерфейсами, которые мы пишем на React, пользуются миллионы людей ежедневно — от интернет-банка до поиска авиарейсов и отелей, от инвестиций до покупки билетов в кино и бронирования ресторанов, от обучающих курсов Т-Ж до терминалов и банкоматов. Инструменты тоже пишем мы сами — админки, конструкторы страниц и целых сайтов, микросервисы и бэкенды на node.js, полноценный UI-Kit и набор внутренних библиотек. Как мы работаем В большинстве команд используем общий стек: технический радар Т-Банка Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд-сообщества Не строим процессы ради процессов Поощряем участие каждого в развитии продуктов и инструментов Не стесняемся активно выступать и писа Обязанности: Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты Непрерывно обучаться, совершенствовать свои знания и навыки Внедрять новые технологии и практики Требования: Отличные знания JavaScript Опыт работы с React Понимание современного стека web-разработки Готовность работать в распределенной команде Плюсом будут Навыки работы с CI/CD (gitlab) Знания и опыт работы с TypeScript Навыки написания Unit-тестов Опыт работы с Node.js Мы предлагаем: Возможность работы в аккредитованной ИТ-компании Работу в офисе или удаленно — по договоренности Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия Достойную зарплату — обсудим ее на собеседовании","В React-комьюнити Т-Банка более 350 профессиональных разработчиков. Интерфейсами, которые мы пишем на React, пользуются миллионы людей ежедневно — от интернет-банка до поиска авиарейсов и отелей, от инвестиций до покупки билетов в кино и бронирования ресторанов, от обучающих курсов Т-Ж до терминалов и банкоматов. Инструменты тоже пишем мы сами — админки, конструкторы страниц и целых сайтов, микросервисы и бэкенды на node.js, полноценный UI-Kit и набор внутренних библиотек. Как мы работаем В большинстве команд используем общий стек: технический радар Т-Банка Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд-сообщества Не строим процессы ради процессов Поощряем участие каждого в развитии продуктов и инструментов Не стесняемся активно выступать и писа Обязанности: Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты Непрерывно обучаться, совершенствовать свои знания и навыки Внедрять новые технологии и практики Требования: Отличные знания JavaScript Опыт работы с React Понимание современного стека web-разработки Готовность работать в распределенной команде Плюсом будут Навыки работы с CI/CD (gitlab) Знания и опыт работы с TypeScript Навыки написания Unit-тестов Опыт работы с Node.js Мы предлагаем: Возможность работы в аккредитованной ИТ-компании Работу в офисе или удаленно — по договоренности Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия Достойную зарплату — обсудим ее на собеседовании Т-Банк это: Атмосфера профессионализма В Т-Банк создали атмосферу, в которой хочется работать. Тебя будут окружать опытные коллеги, у которых есть чему научиться Технологии будущего Т-Банк задает тренды. Мы внедряем самые современные технологии и постоянно движемся вперед Большие возможности Обучение и карьерный рост — в нашей ДНК. Мы поддержим тебя, если ты захочешь расти","[{'name': 'JavaScript'}, {'name': 'React'}]",2025-05-12T11:53:29+0300,2025-05-12T11:53:29+0300,False,False,https://hh.ru/vacancy/116145017,[],"[{'id': 'OTHER', 'name': 'Другое'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,,,,,,,,,,,,between3And6,От 3 до 6 лет,78638,Т-Банк,https://hh.ru/employer/78638,False,True,full,Полная занятость,,,
119766004,Middle/Senior Frontend Developer,"Key Responsibilities: Design and develop top-tier web applications using React.js in combination with TypeScript Collaborate with cross-functional teams to create highly efficient and responsive web interfaces Optimize and refactor existing code for improved performance and scalability Ensure seamless integration with backend services through REST APIs Establish best practices and provide code reviews Skills Required: Extensive expertise in React.js, with a particular focus on advanced component patterns and state management Strong proficiency in TypeScript and its application in building scalable and maintainable applications In-depth understanding of JavaScript (ES6+), HTML5, and CSS3 Familiar with frontend build tools and module bundlers like Webpack Experience with API integration and asynchronous programming Knowledge of frontend testing frameworks and implementing unit and integration tests Ability to resolve cross-browser and responsive design challenges efficiently Additional advantage Experience with Angular will be a significant advantage, offering versatility and insight into alternate frameworks and architectures Working conditions: Working time Mo-Fr (8 working hours) Employment according labor law of Republic of Kazakhstan Compensation of medical insurance after trial period Remote work with international team Growth possibilities",,"[{'name': 'React'}, {'name': 'JavaScript'}, {'name': 'TypeScript'}, {'name': 'Английский язык'}, {'name': 'REST API'}, {'name': 'HTML5'}, {'name': 'CSS3'}, {'name': 'Angular'}, {'name': 'Webpack'}, {'name': 'API'}]",2025-05-12T12:45:52+0300,2025-05-12T12:45:52+0300,False,True,https://hh.ru/vacancy/119766004,"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,Алматы,between3And6,От 3 до 6 лет,10738794,5 LAB(ФАЙВ ЛАБ),https://hh.ru/employer/10738794,False,True,full,Полная занятость,,,
119613093,"React Frontend Web Developer/разработчик в офис, г. Томск","Мы - молодая IT-компания, занимаемся разработкой веб-платформ, веб-сервисов, браузерных игр. Ищем способного и ответственного разработчика, готового работать в дружном, профессиональном коллективе в офисе в Томске. Что мы ожидаем: опыт работы с REST API; знания библиотеки React, фреймворк Next приветствуется; опыт использования UI библиотек, CSS-in-JS; владение Javascript/Typescript, HTML, CSS (SCSS/SASS); опыт работы с менеджерами состояний Redux/RTK и др.; опыт работы с socket.io; способность к проверке собственных результатов; здоровый перфекционизм; Будет плюсом: высшее образование по IT профессии или опыт коммерческой разработки; опыт написания unit и e2e тестов; знание методологий FSD, Atomic design; навыки работы с Bash, Docker, Nginx; Этапы собеседования: 1. Предварительное общение;2. Прохождение тестового задания;3. Собеседование с руководителем;4. Оплачиваемый испытательный срок; Окончательные условия по зарплате определяем по итогам вышеперечисленных этапов.",,"[{'name': 'HTML'}, {'name': 'CSS'}, {'name': 'JS'}, {'name': 'TypeScript'}, {'name': 'React'}, {'name': 'Redux'}, {'name': 'Socket.io'}, {'name': 'JavaScript'}, {'name': 'SPA'}, {'name': 'Git'}, {'name': 'Web Application Development'}, {'name': 'API'}, {'name': 'Frontend'}]",2025-05-11T06:33:59+0300,2025-05-11T06:33:59+0300,False,False,https://hh.ru/vacancy/119613093,"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,70000.0,90000.0,RUR,False,70000.0,90000.0,RUR,False,MONTH,За месяц,Томск,between1And3,От 1 года до 3 лет,4430218,СистемоСинтез,https://hh.ru/employer/4430218,False,True,full,Полная занятость,,,
120427909,Разработчик Node.js,"Привет! Мы международная студия 3D Molier International, занимаемся производством высококачественного и фотореалистичного 3D контента. Приглашаем в нашу команду Разработчика Node.js Обязанности: Разработка и поддержка backend-части e-commerce решений на базе Vendure. Интеграция с внешними API и сторонними сервисами. Настройка и разработка плагинов для Vendure. Участие в обсуждении архитектуры и улучшении процессов. Требования: Уверенные знания TypeScript Опыт разработки с использованием Nest.js. Знание GraphQL и опыт работы с GraphQL API Опыт работы с базами данных (PostgreSQL) Умение работать с системами контроля версий (Git) Опыт коммерческой разработки от 3-х лет. Вашим преимуществом будет: Опыт работы с React Опыт работы с Vendure Понимание принципов e-commerce решений Опыт разработки масштабируемых приложений Опыт настройки CI/CD Владение английским языком на уровне чтения технической документации Мы предлагаем: Интересную работу над современными e-commerce решениями Полностью удаленный формат работы График работы - 5/2 с 9:00 до 18:00 мск",,"[{'name': 'JavaScript'}, {'name': 'TypeScript'}, {'name': 'Node.js'}, {'name': 'GraphQL'}, {'name': 'React'}, {'name': 'Внимательность к деталям'}, {'name': 'Работа в команде'}, {'name': 'Аналитическое мышление'}]",2025-05-12T16:51:37+0300,2025-05-12T16:51:37+0300,True,False,https://hh.ru/vacancy/120427909,"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,,between3And6,От 3 до 6 лет,4012716,3D Molier International,https://hh.ru/employer/4012716,False,True,full,Полная занятость,,,
115637091,Middle Frontend-разработчик,"ЭОС — ведущий разработчик систем управления документооборотом, электронными и бумажными архивами, бизнес-процессами и корпоративным контентом, лидер рынка СЭД/ECM-систем России и стран СНГ, является аккредитованной IT-компанией. Мы создаем системы управления корпоративным контентом и мобильные приложения! У нас 7000 клиентов и 1000000 рабочих мест. Наши системы работают в большинстве госорганов РФ, а также в крупнейших коммерческих предприятиях – нефтегазовой, банковской, транспортной, торговой, топливно-энергетической отраслях. Мы ищем Middle Frontend-разработчика. Формируем команду из молодых и перспективных разработчиков для реализации масштабируемых СЭД и ECM решений для крупнейших государственных и коммерческих заказчиков. Используем современные технологии и языки React, Typescript, .net core, graphql. Результаты Вашего труда будут каждый день использовать тысячи людей в нескольких странах мира. Вам предстоит: Реализация Web-платформы для управления корпоративным контентом. Реализация пользовательского интерфейса. Документирование принятых решений по архитектуре. Участие в развитии архитектуры системы на технологиях .Net Core + React. Участие в принятии архитектурных и технических решений по разработке программного обеспечения. Наши ожидания: Опыт работы не менее 3-х лет. Знания CSS, HТML. Опыт программирования на JavaScript. Разработка на React с использованием Typescript. Уверенное владение Redux, Redux saga, Webpack, Babel. Опыт оценки и принятия архитектурных решений; Умение отслеживать причины ошибок на всех уровнях ПО. Понимание принципов построения пользовательского интерфейса и общей архитектуры бизнес-приложений класса ECM, ERP, CRM; Владение английским языком - чтение технической литературы. Умение работать с инструментами командной разработки (Git, Jira). Опыт работы в команде от 5 человек Обязательное требование: Саморазвитие, изучение современных практик разработки и управления программными проектами; Желание создавать новое и не останавливаться на достигнутом. Мы предлагаем: Участие в крупных проектах федерального и регионального масштаба по созданию социально значимых приложений – возможность внести собственный вклад в развитие страны. Официальное оформление в соответствии с ТК РФ. Материальная помощь к отпуску. Возможность обучения и сертификации за счет компании. Профессиональный и дружный коллектив, ориентированный на разработку качественных и производительных решений Корпоративы, team building. Минимум бюрократии.",,"[{'name': 'JavaScript'}, {'name': 'React'}, {'name': 'Redux'}, {'name': 'Git'}, {'name': 'TypeScript'}]",2025-05-12T10:16:50+0300,2025-05-12T10:16:50+0300,True,False,https://hh.ru/vacancy/115637091,[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,Уфа,between3And6,От 3 до 6 лет,17688,ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ,https://hh.ru/employer/17688,False,True,full,Полная занятость,,,
117786150,"Frontend-разработчик (React, middle+/senior)","В React-комьюнити Т-Банка более 350 профессиональных разработчиков. Интерфейсами, которые мы пишем на React, пользуются миллионы людей ежедневно — от интернет-банка до поиска авиарейсов и отелей, от инвестиций до покупки билетов в кино и бронирования ресторанов, от обучающих курсов Т-Ж до терминалов и банкоматов. Инструменты тоже пишем мы сами — админки, конструкторы страниц и целых сайтов, микросервисы и бэкенды на node.js, полноценный UI-Kit и набор внутренних библиотек.Как мы работаем В большинстве команд используем общий стек Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд-сообщества Не строим процессы ради процессов Поощряем участие каждого в развитии продуктов и инструментов Не стесняемся активно выступать и писать статьи Обязанности Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты Непрерывно обучаться, совершенствовать свои знания и навыки Внедрять новые технологии и практики Требования Необходимый минимум Отличные знания JavaScript Опыт работы с React Понимание современного стека web-разработки Готовность работать в распределенной команде Плюсом будут Навыки работы с CI/CD (gitlab) Знания и опыт работы с TypeScript Навыки написания Unit-тестов Опыт работы с Node.js Мы предлагаем Возможность работы в аккредитованной ИТ-компании Работу в офисе или удаленно — по договоренности Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия Достойную зарплату — обсудим ее на собеседовании","В React-комьюнити Т-Банка более 350 профессиональных разработчиков. Интерфейсами, которые мы пишем на React, пользуются миллионы людей ежедневно — от интернет-банка до поиска авиарейсов и отелей, от инвестиций до покупки билетов в кино и бронирования ресторанов, от обучающих курсов Т-Ж до терминалов и банкоматов. Инструменты тоже пишем мы сами — админки, конструкторы страниц и целых сайтов, микросервисы и бэкенды на node.js, полноценный UI-Kit и набор внутренних библиотек.Как мы работаем В большинстве команд используем общий стек Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд-сообщества Не строим процессы ради процессов Поощряем участие каждого в развитии продуктов и инструментов Не стесняемся активно выступать и писать статьи Обязанности Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты Непрерывно обучаться, совершенствовать свои знания и навыки Внедрять новые технологии и практики Требования Необходимый минимум Отличные знания JavaScript Опыт работы с React Понимание современного стека web-разработки Готовность работать в распределенной команде Плюсом будут Навыки работы с CI/CD (gitlab) Знания и опыт работы с TypeScript Навыки написания Unit-тестов Опыт работы с Node.js Мы предлагаем Возможность работы в аккредитованной ИТ-компании Работу в офисе или удаленно — по договоренности Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия Достойную зарплату — обсудим ее на собеседовании Т-Банк это: Атмосфера профессионализма В Т-Банк создали атмосферу, в которой хочется работать. Тебя будут окружать опытные коллеги, у которых есть чему научиться Технологии будущего Т-Банк задает тренды. Мы внедряем самые современные технологии и постоянно движемся вперед Большие возможности Обучение и карьерный рост — в нашей ДНК. Мы поддержим тебя, если ты захочешь расти","[{'name': 'JavaScript'}, {'name': 'Git'}, {'name': 'ООП'}]",2025-05-12T10:30:59+0300,2025-05-12T10:30:59+0300,False,False,https://hh.ru/vacancy/117786150,[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,Краснодар,between3And6,От 3 до 6 лет,78638,Т-Банк,https://hh.ru/employer/78638,False,True,full,Полная занятость,,,
120390465,"Fullstack developer (Node.js, React)","Мы — международная IT-компания НОВЕО. С 2002 г. мы занимаемся проектами по заказной разработке ПО для западноевропейского рынка. Компанию отличает продуктовый подход к разработке и плотная интеграция специалистов в распределенную команду, что позволяет им напрямую влиять на техническое решение, качество кода и конечный результат. Где и как можно работать: удаленно из любой страны по договору ИП/самозанятости (с оплатой в евро). Мы ищем в нашу команду опытного Fullstack разработчика для работы над проектом нашего европейского партнера. Проект в области рекрутинга планируется выходить на рынок США.Technical stack: Node.js, React, MongoDB, RabbitMQ, ElasticSearch Мы ждём от тебя: свободное владение разговорным английским языком (В2+); опыт разработки на Javascript и Typescript обязательно; обязателен опыт разработки на Node.js / Express (5+ лет опыта); обязателен опыт разработки на React.js (3+ лет опыта); знание MongoDB (или другие базы данных nosql или SQL), RabbitMQ, ElasticSearch; будет плюсом опыт с Github, Heroku, AWS, Docker, ELK, CircleCI, BrowserStack; командный игрок и умение работать с другими людьми; ​​​​ограничения по местоположению: UTC+4; уверенное владение Agile (Scrum или Kanban) процессами и лучшими практиками; уметь делать демо-версии и демонстрировать дизайн и концепции на публике; способность обсуждать дизайн и реализацию в команде и обучать других; самостоятельность и проактивность. Что ты получаешь: трудоустройство через договор с ИП/самозанятым без привязки к определенному местонахождению; оплачиваемый отпуск и больничные; cтабильную долгосрочную загрузку (8 часов в день, 40 часов в неделю), гибкий график работы, удаленно/офис; работа в профессиональной распределенной команде над интересными проектами; продуманный онбординг с опытным наставником, возможность изучения новых технологий и их применение в проектах, внутреннее обучение, митапы, tech talks и прокачка технических навыков (в рабочее время); сильную команду разработчиков, четко выстроенные процессы и методологии разработки; бесплатное изучение иностранных языков в рабочее время с преподавателями компании (английский, французский); компенсацию медицинских услуг, массажа или спорта (внутренний аналог ДМС). Присоединяйся к команде Новео для решения интересных задач!",,[],2025-05-12T10:49:46+0300,2025-05-12T10:49:46+0300,False,False,https://hh.ru/vacancy/120390465,[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,,,,,,,,,,,,between3And6,От 3 до 6 лет,56119,Новео,https://hh.ru/employer/56119,True,True,full,Полная занятость,,,
119696782,Middle Fullstack/Backend Developer (Node.js),"О компании и команде: Linked Helper LLC (USA/UAE) Основана в 2016 году. Является одним из лидеров рынка автоматизации работы с LinkedIn. Самое безопасное на рынке решение благодаря уникальным технологиям имитации работы человека. Более 10 000 платящих компаний по всему миру. Около 60 сотрудников, из которых 23 разработчика и 6 QA. Высокомаржинальная прибыльная компания. Ключевые задачи: Разрабатывать внутренние сервисы на Node.js, frontend-приложение на React.js, . Разрабатывать сервисы и интеграции со сторонними платформами. Участвовать в код-ревью. Основной стек сервиса: TypeScript (99% кода), JavaScript, React.js, RxJS, Node.js, PostgreSQL, AWS, Electron. Что для нас важно в кандидате: Опыт работы Fullstack-разработчиком от 2 лет. Хорошее знание SQL, в том числе опыт написания высокопроизводительных SQL-запросов. Хорошее знание TypeScript + JavaScript. Умение проектировать и реализовывать надежные и поддерживаемые решения. Понимание преимуществ разных систем хранения данных. Умение работать в команде. Готовность брать ответственность за свою работу. Будет плюсом: Опыт работы в продукте. Опыт построения масштабируемых baсkend-сервисов. Опыт работы с CI/CD, Docker, AWS. Знание React.js Наши условия: Полностью удаленная работа из любой точки мира в международной компании. Работа на международном рынке: наши ключевые клиенты находятся в США, Европе, Латинской Америке. Оклад от 2000 до 4000 USD. Оплачиваемый отпуск 20 рабочих дней в году. Варианты трудоустройства обсуждаемы. Полностью русскоговорящая команда. Отправляя отклик, пожалуйста, убедись в том, что в резюме или в сопроводительном письме есть ссылка на GitHub, Telegram и LinkedIn (если есть). Спасибо! Вместе с нами ты сможешь решать интересные задачи, профессионально расти и развиваться.",,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'PostgreSQL'}, {'name': 'Node.js'}]",2025-05-12T14:03:29+0300,2025-05-12T14:03:29+0300,False,False,https://hh.ru/vacancy/119696782,"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,2000.0,4000.0,USD,False,2000.0,4000.0,USD,False,MONTH,За месяц,,between1And3,От 1 года до 3 лет,3229175,Linked Helper,https://hh.ru/employer/3229175,False,True,full,Полная занятость,,,
